dataset,strategy,seed,task_id,n,coverage,coverage_deficit,mean_set_size,normalized_mean_set_size,p90_set_size,empty_rate,singleton_action_rate,no_decision_rate,action_accuracy,wrong_action_rate_all,top1_accuracy,valid_calibrator_rate
FashionMNIST,oracle_qhat_selected_by_inferred_context,2,4,600,0.8883333333333333,0.011666666666666714,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.9907063197026023,0.008333333333333333,0.97,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,3,0,600,0.9316666666666666,0.0,0.9533333333333334,0.15888888888888889,1.0,0.04666666666666667,0.9533333333333334,0.046666666666666634,0.9772727272727273,0.021666666666666667,0.9583333333333334,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,3,1,600,0.9183333333333333,0.0,0.955,0.15916666666666668,1.0,0.045,0.955,0.04500000000000004,0.9616055846422339,0.03666666666666667,0.9483333333333334,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,3,2,600,0.88,0.020000000000000018,1.21,0.20166666666666666,2.0,0.0,0.79,0.20999999999999996,0.8649789029535865,0.10666666666666667,0.79,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,3,3,600,0.935,0.0,1.1066666666666667,0.18444444444444444,2.0,0.0,0.8933333333333333,0.10666666666666669,0.9328358208955224,0.06,0.895,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,3,4,600,0.8933333333333333,0.00666666666666671,0.905,0.15083333333333335,1.0,0.095,0.905,0.09499999999999997,0.9871086556169429,0.011666666666666667,0.9616666666666667,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,4,0,600,0.8966666666666666,0.0033333333333334103,0.9066666666666666,0.15111111111111108,1.0,0.09333333333333334,0.9066666666666666,0.09333333333333338,0.9889705882352942,0.01,0.9566666666666667,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,4,1,600,0.8816666666666667,0.018333333333333313,0.9616666666666667,0.16027777777777777,1.0,0.03833333333333333,0.9616666666666667,0.03833333333333333,0.9168110918544194,0.08,0.8933333333333333,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,4,2,600,0.8433333333333334,0.05666666666666664,0.8633333333333333,0.14388888888888887,1.0,0.13666666666666666,0.8633333333333333,0.13666666666666671,0.9768339768339769,0.02,0.9466666666666667,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,4,3,600,0.9066666666666666,0.0,1.0983333333333334,0.18305555555555558,1.0,0.0,0.9016666666666666,0.09833333333333338,0.8964879852125693,0.09333333333333334,0.865,1.0
FashionMNIST,oracle_qhat_selected_by_inferred_context,4,4,600,0.8983333333333333,0.0016666666666667052,1.255,0.20916666666666667,2.0,0.0,0.755,0.245,0.8830022075055187,0.08833333333333333,0.7966666666666666,1.0
PermutedMNIST,global_seed,0,0,600,0.925,0.0,0.94,0.15666666666666668,1.0,0.06,0.94,0.06000000000000005,0.9840425531914894,0.015,0.9616666666666667,1.0
PermutedMNIST,global_seed,0,1,600,0.875,0.025000000000000022,0.895,0.14916666666666667,1.0,0.105,0.895,0.10499999999999998,0.9776536312849162,0.02,0.955,1.0
PermutedMNIST,global_seed,0,2,600,0.8666666666666667,0.033333333333333326,0.8916666666666667,0.14861111111111108,1.0,0.10833333333333334,0.8916666666666667,0.10833333333333328,0.9719626168224299,0.025,0.9433333333333334,1.0
PermutedMNIST,global_seed,0,3,600,0.95,0.0,0.9533333333333334,0.15888888888888889,1.0,0.04666666666666667,0.9533333333333334,0.046666666666666634,0.9965034965034965,0.0033333333333333335,0.985,1.0
PermutedMNIST,global_seed,0,4,600,0.925,0.0,0.9333333333333333,0.15555555555555556,1.0,0.06666666666666667,0.9333333333333333,0.06666666666666665,0.9910714285714286,0.008333333333333333,0.9733333333333334,1.0
PermutedMNIST,global_seed,1,0,600,0.9566666666666667,0.0,0.9683333333333334,0.1613888888888889,1.0,0.03166666666666667,0.9683333333333334,0.03166666666666662,0.9879518072289156,0.011666666666666667,0.9783333333333334,1.0
PermutedMNIST,global_seed,1,1,600,0.84,0.06000000000000005,0.8633333333333333,0.14388888888888887,1.0,0.13666666666666666,0.8633333333333333,0.13666666666666671,0.972972972972973,0.023333333333333334,0.9433333333333334,1.0
PermutedMNIST,global_seed,1,2,600,0.8133333333333334,0.08666666666666667,0.87,0.145,1.0,0.13,0.87,0.13,0.9348659003831418,0.056666666666666664,0.9033333333333333,1.0
PermutedMNIST,global_seed,1,3,600,0.9516666666666667,0.0,0.9533333333333334,0.1588888888888889,1.0,0.04666666666666667,0.9533333333333334,0.046666666666666634,0.9982517482517482,0.0016666666666666668,0.9916666666666667,1.0
PermutedMNIST,global_seed,1,4,600,0.9533333333333334,0.0,0.9583333333333334,0.15972222222222224,1.0,0.041666666666666664,0.9583333333333334,0.04166666666666663,0.9947826086956522,0.005,0.9833333333333333,1.0
PermutedMNIST,global_seed,2,0,600,0.8716666666666667,0.02833333333333332,0.8833333333333333,0.14722222222222223,1.0,0.11666666666666667,0.8833333333333333,0.1166666666666667,0.9867924528301887,0.011666666666666667,0.975,1.0
PermutedMNIST,global_seed,2,1,600,0.915,0.0,0.925,0.15416666666666667,1.0,0.075,0.925,0.07499999999999996,0.9891891891891892,0.01,0.9783333333333334,1.0
PermutedMNIST,global_seed,2,2,600,0.8616666666666667,0.03833333333333333,0.8866666666666667,0.14777777777777776,1.0,0.11333333333333333,0.8866666666666667,0.11333333333333329,0.9718045112781954,0.025,0.9483333333333334,1.0
PermutedMNIST,global_seed,2,3,600,0.8916666666666667,0.008333333333333304,0.8916666666666667,0.14861111111111108,1.0,0.10833333333333334,0.8916666666666667,0.10833333333333328,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,global_seed,2,4,600,0.935,0.0,0.94,0.15666666666666668,1.0,0.06,0.94,0.06000000000000005,0.9946808510638298,0.005,0.9866666666666667,1.0
PermutedMNIST,global_seed,3,0,600,0.9266666666666666,0.0,0.9333333333333333,0.15555555555555556,1.0,0.06666666666666667,0.9333333333333333,0.06666666666666665,0.9928571428571429,0.006666666666666667,0.98,1.0
PermutedMNIST,global_seed,3,1,600,0.885,0.015000000000000013,0.9,0.15,1.0,0.1,0.9,0.09999999999999998,0.9833333333333333,0.015,0.9583333333333334,1.0
PermutedMNIST,global_seed,3,2,600,0.835,0.06500000000000006,0.845,0.14083333333333334,1.0,0.155,0.845,0.15500000000000003,0.9881656804733728,0.01,0.9633333333333334,1.0
PermutedMNIST,global_seed,3,3,600,0.9683333333333334,0.0,0.97,0.16166666666666665,1.0,0.03,0.97,0.030000000000000027,0.9982817869415808,0.0016666666666666668,0.995,1.0
PermutedMNIST,global_seed,3,4,600,0.8916666666666667,0.008333333333333304,0.8983333333333333,0.1497222222222222,1.0,0.10166666666666667,0.8983333333333333,0.10166666666666668,0.9925788497217068,0.006666666666666667,0.99,1.0
PermutedMNIST,global_seed,4,0,600,0.9866666666666667,0.0,0.9866666666666667,0.16444444444444445,1.0,0.013333333333333334,0.9866666666666667,0.013333333333333308,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,global_seed,4,1,600,0.8666666666666667,0.033333333333333326,0.8816666666666667,0.14694444444444443,1.0,0.11833333333333333,0.8816666666666667,0.11833333333333329,0.9829867674858223,0.015,0.9583333333333334,1.0
PermutedMNIST,global_seed,4,2,600,0.8566666666666667,0.043333333333333335,0.8666666666666667,0.14444444444444443,1.0,0.13333333333333333,0.8666666666666667,0.1333333333333333,0.9884615384615385,0.01,0.9566666666666667,1.0
PermutedMNIST,global_seed,4,3,600,0.9133333333333333,0.0,0.9166666666666666,0.15277777777777776,1.0,0.08333333333333333,0.9166666666666666,0.08333333333333337,0.9963636363636363,0.0033333333333333335,0.9866666666666667,1.0
PermutedMNIST,global_seed,4,4,600,0.8983333333333333,0.0016666666666667052,0.9033333333333333,0.15055555555555555,1.0,0.09666666666666666,0.9033333333333333,0.09666666666666668,0.9944649446494465,0.005,0.9783333333333334,1.0
PermutedMNIST,stale_t0_seed,0,0,600,0.88,0.020000000000000018,0.8883333333333333,0.14805555555555555,1.0,0.11166666666666666,0.8883333333333333,0.11166666666666669,0.9906191369606003,0.008333333333333333,0.9616666666666667,1.0
PermutedMNIST,stale_t0_seed,0,1,600,0.815,0.08500000000000008,0.8283333333333334,0.13805555555555554,1.0,0.17166666666666666,0.8283333333333334,0.17166666666666663,0.9839034205231388,0.013333333333333334,0.955,1.0
PermutedMNIST,stale_t0_seed,0,2,600,0.7983333333333333,0.10166666666666668,0.8116666666666666,0.13527777777777777,1.0,0.18833333333333332,0.8116666666666666,0.18833333333333335,0.9835728952772074,0.013333333333333334,0.9433333333333334,1.0
PermutedMNIST,stale_t0_seed,0,3,600,0.8933333333333333,0.00666666666666671,0.8933333333333333,0.14888888888888888,1.0,0.10666666666666667,0.8933333333333333,0.10666666666666669,1.0,0.0,0.985,1.0
PermutedMNIST,stale_t0_seed,0,4,600,0.865,0.03500000000000003,0.87,0.145,1.0,0.13,0.87,0.13,0.9942528735632183,0.005,0.9733333333333334,1.0
PermutedMNIST,stale_t0_seed,1,0,600,0.9266666666666666,0.0,0.935,0.15583333333333332,1.0,0.065,0.935,0.06499999999999995,0.9910873440285205,0.008333333333333333,0.9783333333333334,1.0
PermutedMNIST,stale_t0_seed,1,1,600,0.7683333333333333,0.1316666666666667,0.7866666666666666,0.1311111111111111,1.0,0.21333333333333335,0.7866666666666666,0.21333333333333337,0.9766949152542372,0.018333333333333333,0.9433333333333334,1.0
PermutedMNIST,stale_t0_seed,1,2,600,0.7133333333333334,0.18666666666666665,0.74,0.12333333333333334,1.0,0.26,0.74,0.26,0.963963963963964,0.02666666666666667,0.9033333333333333,1.0
PermutedMNIST,stale_t0_seed,1,3,600,0.8466666666666667,0.053333333333333344,0.8466666666666667,0.1411111111111111,1.0,0.15333333333333332,0.8466666666666667,0.15333333333333332,1.0,0.0,0.9916666666666667,1.0
PermutedMNIST,stale_t0_seed,1,4,600,0.88,0.020000000000000018,0.8833333333333333,0.14722222222222223,1.0,0.11666666666666667,0.8833333333333333,0.1166666666666667,0.9962264150943396,0.0033333333333333335,0.9833333333333333,1.0
PermutedMNIST,stale_t0_seed,2,0,600,0.8716666666666667,0.02833333333333332,0.8833333333333333,0.14722222222222223,1.0,0.11666666666666667,0.8833333333333333,0.1166666666666667,0.9867924528301887,0.011666666666666667,0.975,1.0
PermutedMNIST,stale_t0_seed,2,1,600,0.915,0.0,0.925,0.15416666666666667,1.0,0.075,0.925,0.07499999999999996,0.9891891891891892,0.01,0.9783333333333334,1.0
PermutedMNIST,stale_t0_seed,2,2,600,0.8616666666666667,0.03833333333333333,0.8866666666666667,0.14777777777777776,1.0,0.11333333333333333,0.8866666666666667,0.11333333333333329,0.9718045112781954,0.025,0.9483333333333334,1.0
PermutedMNIST,stale_t0_seed,2,3,600,0.8883333333333333,0.011666666666666714,0.8883333333333333,0.14805555555555555,1.0,0.11166666666666666,0.8883333333333333,0.11166666666666669,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,stale_t0_seed,2,4,600,0.935,0.0,0.94,0.15666666666666668,1.0,0.06,0.94,0.06000000000000005,0.9946808510638298,0.005,0.9866666666666667,1.0
PermutedMNIST,stale_t0_seed,3,0,600,0.895,0.0050000000000000044,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.9981412639405205,0.0016666666666666668,0.98,1.0
PermutedMNIST,stale_t0_seed,3,1,600,0.8616666666666667,0.03833333333333333,0.8733333333333333,0.14555555555555555,1.0,0.12666666666666668,0.8733333333333333,0.1266666666666667,0.9866412213740458,0.011666666666666667,0.9583333333333334,1.0
PermutedMNIST,stale_t0_seed,3,2,600,0.77,0.13,0.7783333333333333,0.1297222222222222,1.0,0.22166666666666668,0.7783333333333333,0.22166666666666668,0.9892933618843683,0.008333333333333333,0.9633333333333334,1.0
PermutedMNIST,stale_t0_seed,3,3,600,0.9416666666666667,0.0,0.9433333333333334,0.1572222222222222,1.0,0.056666666666666664,0.9433333333333334,0.05666666666666664,0.9982332155477032,0.0016666666666666668,0.995,1.0
PermutedMNIST,stale_t0_seed,3,4,600,0.8033333333333333,0.09666666666666668,0.8083333333333333,0.13472222222222222,1.0,0.19166666666666668,0.8083333333333333,0.19166666666666665,0.9938144329896907,0.005,0.99,1.0
PermutedMNIST,stale_t0_seed,4,0,600,0.92,0.0,0.92,0.15333333333333332,1.0,0.08,0.92,0.07999999999999996,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,stale_t0_seed,4,1,600,0.685,0.21499999999999997,0.69,0.115,1.0,0.31,0.69,0.31000000000000005,0.9927536231884058,0.005,0.9583333333333334,1.0
PermutedMNIST,stale_t0_seed,4,2,600,0.6466666666666666,0.2533333333333334,0.65,0.10833333333333334,1.0,0.35,0.65,0.35,0.9948717948717949,0.0033333333333333335,0.9566666666666667,1.0
PermutedMNIST,stale_t0_seed,4,3,600,0.6666666666666666,0.2333333333333334,0.6683333333333333,0.11138888888888888,1.0,0.33166666666666667,0.6683333333333333,0.33166666666666667,0.9975062344139651,0.0016666666666666668,0.9866666666666667,1.0
PermutedMNIST,stale_t0_seed,4,4,600,0.6516666666666666,0.2483333333333334,0.6533333333333333,0.10888888888888888,1.0,0.3466666666666667,0.6533333333333333,0.3466666666666667,0.9974489795918368,0.0016666666666666668,0.9783333333333334,1.0
PermutedMNIST,oracle_task,0,0,600,0.88,0.020000000000000018,0.8883333333333333,0.14805555555555555,1.0,0.11166666666666666,0.8883333333333333,0.11166666666666669,0.9906191369606003,0.008333333333333333,0.9616666666666667,1.0
PermutedMNIST,oracle_task,0,1,600,0.9366666666666666,0.0,0.9683333333333334,0.16138888888888892,1.0,0.03166666666666667,0.9683333333333334,0.03166666666666662,0.9672977624784854,0.03166666666666667,0.955,1.0
PermutedMNIST,oracle_task,0,2,600,0.93,0.0,0.9766666666666667,0.16277777777777777,1.0,0.023333333333333334,0.9766666666666667,0.023333333333333317,0.9522184300341296,0.04666666666666667,0.9433333333333334,1.0
PermutedMNIST,oracle_task,0,3,600,0.895,0.0050000000000000044,0.895,0.14916666666666667,1.0,0.105,0.895,0.10499999999999998,1.0,0.0,0.985,1.0
PermutedMNIST,oracle_task,0,4,600,0.8916666666666667,0.008333333333333304,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.9944237918215614,0.005,0.9733333333333334,1.0
PermutedMNIST,oracle_task,1,0,600,0.9266666666666666,0.0,0.935,0.15583333333333332,1.0,0.065,0.935,0.06499999999999995,0.9910873440285205,0.008333333333333333,0.9783333333333334,1.0
PermutedMNIST,oracle_task,1,1,600,0.8633333333333333,0.036666666666666736,0.8916666666666667,0.14861111111111108,1.0,0.10833333333333334,0.8916666666666667,0.10833333333333328,0.9682242990654205,0.028333333333333332,0.9433333333333334,1.0
PermutedMNIST,oracle_task,1,2,600,0.9083333333333333,0.0,1.015,0.16916666666666666,1.0,0.0,0.985,0.015000000000000013,0.9069373942470389,0.09166666666666666,0.9033333333333333,1.0
PermutedMNIST,oracle_task,1,3,600,0.9116666666666666,0.0,0.9116666666666666,0.15194444444444444,1.0,0.08833333333333333,0.9116666666666666,0.08833333333333337,1.0,0.0,0.9916666666666667,1.0
PermutedMNIST,oracle_task,1,4,600,0.915,0.0,0.9183333333333333,0.15305555555555558,1.0,0.08166666666666667,0.9183333333333333,0.08166666666666667,0.9963702359346642,0.0033333333333333335,0.9833333333333333,1.0
PermutedMNIST,oracle_task,2,0,600,0.8716666666666667,0.02833333333333332,0.8833333333333333,0.14722222222222223,1.0,0.11666666666666667,0.8833333333333333,0.1166666666666667,0.9867924528301887,0.011666666666666667,0.975,1.0
PermutedMNIST,oracle_task,2,1,600,0.9383333333333334,0.0,0.95,0.15833333333333333,1.0,0.05,0.95,0.050000000000000044,0.987719298245614,0.011666666666666667,0.9783333333333334,1.0
PermutedMNIST,oracle_task,2,2,600,0.8616666666666667,0.03833333333333333,0.8866666666666667,0.14777777777777776,1.0,0.11333333333333333,0.8866666666666667,0.11333333333333329,0.9718045112781954,0.025,0.9483333333333334,1.0
PermutedMNIST,oracle_task,2,3,600,0.8966666666666666,0.0033333333333334103,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,oracle_task,2,4,600,0.9116666666666666,0.0,0.9166666666666666,0.15277777777777776,1.0,0.08333333333333333,0.9166666666666666,0.08333333333333337,0.9945454545454545,0.005,0.9866666666666667,1.0
PermutedMNIST,oracle_task,3,0,600,0.895,0.0050000000000000044,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.9981412639405205,0.0016666666666666668,0.98,1.0
PermutedMNIST,oracle_task,3,1,600,0.91,0.0,0.9283333333333333,0.1547222222222222,1.0,0.07166666666666667,0.9283333333333333,0.07166666666666666,0.9802513464991023,0.018333333333333333,0.9583333333333334,1.0
PermutedMNIST,oracle_task,3,2,600,0.8816666666666667,0.018333333333333313,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.983271375464684,0.015,0.9633333333333334,1.0
PermutedMNIST,oracle_task,3,3,600,0.8866666666666667,0.013333333333333308,0.8866666666666667,0.14777777777777776,1.0,0.11333333333333333,0.8866666666666667,0.11333333333333329,1.0,0.0,0.995,1.0
PermutedMNIST,oracle_task,3,4,600,0.915,0.0,0.9216666666666666,0.15361111111111111,1.0,0.07833333333333334,0.9216666666666666,0.07833333333333337,0.9927667269439421,0.006666666666666667,0.99,1.0
PermutedMNIST,oracle_task,4,0,600,0.92,0.0,0.92,0.15333333333333332,1.0,0.08,0.92,0.07999999999999996,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,oracle_task,4,1,600,0.9216666666666666,0.0,0.9466666666666667,0.15777777777777777,1.0,0.05333333333333334,0.9466666666666667,0.053333333333333344,0.9735915492957746,0.025,0.9583333333333334,1.0
PermutedMNIST,oracle_task,4,2,600,0.8916666666666667,0.008333333333333304,0.905,0.15083333333333335,1.0,0.095,0.905,0.09499999999999997,0.9852670349907919,0.013333333333333334,0.9566666666666667,1.0
PermutedMNIST,oracle_task,4,3,600,0.8916666666666667,0.008333333333333304,0.895,0.14916666666666667,1.0,0.105,0.895,0.10499999999999998,0.9962756052141527,0.0033333333333333335,0.9866666666666667,1.0
PermutedMNIST,oracle_task,4,4,600,0.92,0.0,0.925,0.15416666666666667,1.0,0.075,0.925,0.07499999999999996,0.9945945945945946,0.005,0.9783333333333334,1.0
PermutedMNIST,inferred_bucket,0,0,600,0.88,0.020000000000000018,0.8883333333333333,0.14805555555555555,1.0,0.11166666666666666,0.8883333333333333,0.11166666666666669,0.9906191369606003,0.008333333333333333,0.9616666666666667,1.0
PermutedMNIST,inferred_bucket,0,1,600,0.9366666666666666,0.0,0.9683333333333334,0.16138888888888892,1.0,0.03166666666666667,0.9683333333333334,0.03166666666666662,0.9672977624784854,0.03166666666666667,0.955,1.0
PermutedMNIST,inferred_bucket,0,2,600,0.93,0.0,0.9766666666666667,0.16277777777777777,1.0,0.023333333333333334,0.9766666666666667,0.023333333333333317,0.9522184300341296,0.04666666666666667,0.9433333333333334,1.0
PermutedMNIST,inferred_bucket,0,3,600,0.895,0.0050000000000000044,0.895,0.14916666666666667,1.0,0.105,0.895,0.10499999999999998,1.0,0.0,0.985,1.0
PermutedMNIST,inferred_bucket,0,4,600,0.8916666666666667,0.008333333333333304,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.9944237918215614,0.005,0.9733333333333334,1.0
PermutedMNIST,inferred_bucket,1,0,600,0.9266666666666666,0.0,0.935,0.15583333333333332,1.0,0.065,0.935,0.06499999999999995,0.9910873440285205,0.008333333333333333,0.9783333333333334,1.0
PermutedMNIST,inferred_bucket,1,1,600,0.8633333333333333,0.036666666666666736,0.8916666666666667,0.14861111111111108,1.0,0.10833333333333334,0.8916666666666667,0.10833333333333328,0.9682242990654205,0.028333333333333332,0.9433333333333334,1.0
PermutedMNIST,inferred_bucket,1,2,600,0.9083333333333333,0.0,1.015,0.16916666666666666,1.0,0.0,0.985,0.015000000000000013,0.9069373942470389,0.09166666666666666,0.9033333333333333,1.0
PermutedMNIST,inferred_bucket,1,3,600,0.9116666666666666,0.0,0.9116666666666666,0.15194444444444444,1.0,0.08833333333333333,0.9116666666666666,0.08833333333333337,1.0,0.0,0.9916666666666667,1.0
PermutedMNIST,inferred_bucket,1,4,600,0.915,0.0,0.9183333333333333,0.15305555555555558,1.0,0.08166666666666667,0.9183333333333333,0.08166666666666667,0.9963702359346642,0.0033333333333333335,0.9833333333333333,1.0
PermutedMNIST,inferred_bucket,2,0,600,0.8716666666666667,0.02833333333333332,0.8833333333333333,0.14722222222222223,1.0,0.11666666666666667,0.8833333333333333,0.1166666666666667,0.9867924528301887,0.011666666666666667,0.975,1.0
PermutedMNIST,inferred_bucket,2,1,600,0.9383333333333334,0.0,0.95,0.15833333333333333,1.0,0.05,0.95,0.050000000000000044,0.987719298245614,0.011666666666666667,0.9783333333333334,1.0
PermutedMNIST,inferred_bucket,2,2,600,0.8616666666666667,0.03833333333333333,0.8866666666666667,0.14777777777777776,1.0,0.11333333333333333,0.8866666666666667,0.11333333333333329,0.9718045112781954,0.025,0.9483333333333334,1.0
PermutedMNIST,inferred_bucket,2,3,600,0.8966666666666666,0.0033333333333334103,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,inferred_bucket,2,4,600,0.9116666666666666,0.0,0.9166666666666666,0.15277777777777776,1.0,0.08333333333333333,0.9166666666666666,0.08333333333333337,0.9945454545454545,0.005,0.9866666666666667,1.0
PermutedMNIST,inferred_bucket,3,0,600,0.895,0.0050000000000000044,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.9981412639405205,0.0016666666666666668,0.98,1.0
PermutedMNIST,inferred_bucket,3,1,600,0.91,0.0,0.9283333333333333,0.1547222222222222,1.0,0.07166666666666667,0.9283333333333333,0.07166666666666666,0.9802513464991023,0.018333333333333333,0.9583333333333334,1.0
PermutedMNIST,inferred_bucket,3,2,600,0.8816666666666667,0.018333333333333313,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.983271375464684,0.015,0.9633333333333334,1.0
PermutedMNIST,inferred_bucket,3,3,600,0.8866666666666667,0.013333333333333308,0.8866666666666667,0.14777777777777776,1.0,0.11333333333333333,0.8866666666666667,0.11333333333333329,1.0,0.0,0.995,1.0
PermutedMNIST,inferred_bucket,3,4,600,0.915,0.0,0.9216666666666666,0.15361111111111111,1.0,0.07833333333333334,0.9216666666666666,0.07833333333333337,0.9927667269439421,0.006666666666666667,0.99,1.0
PermutedMNIST,inferred_bucket,4,0,600,0.92,0.0,0.92,0.15333333333333332,1.0,0.08,0.92,0.07999999999999996,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,inferred_bucket,4,1,600,0.9216666666666666,0.0,0.9466666666666667,0.15777777777777777,1.0,0.05333333333333334,0.9466666666666667,0.053333333333333344,0.9735915492957746,0.025,0.9583333333333334,1.0
PermutedMNIST,inferred_bucket,4,2,600,0.8916666666666667,0.008333333333333304,0.905,0.15083333333333335,1.0,0.095,0.905,0.09499999999999997,0.9852670349907919,0.013333333333333334,0.9566666666666667,1.0
PermutedMNIST,inferred_bucket,4,3,600,0.8916666666666667,0.008333333333333304,0.895,0.14916666666666667,1.0,0.105,0.895,0.10499999999999998,0.9962756052141527,0.0033333333333333335,0.9866666666666667,1.0
PermutedMNIST,inferred_bucket,4,4,600,0.92,0.0,0.925,0.15416666666666667,1.0,0.075,0.925,0.07499999999999996,0.9945945945945946,0.005,0.9783333333333334,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,0,0,600,0.88,0.020000000000000018,0.8883333333333333,0.14805555555555555,1.0,0.11166666666666666,0.8883333333333333,0.11166666666666669,0.9906191369606003,0.008333333333333333,0.9616666666666667,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,0,1,600,0.9366666666666666,0.0,0.9683333333333334,0.16138888888888892,1.0,0.03166666666666667,0.9683333333333334,0.03166666666666662,0.9672977624784854,0.03166666666666667,0.955,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,0,2,600,0.93,0.0,0.9766666666666667,0.16277777777777777,1.0,0.023333333333333334,0.9766666666666667,0.023333333333333317,0.9522184300341296,0.04666666666666667,0.9433333333333334,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,0,3,600,0.895,0.0050000000000000044,0.895,0.14916666666666667,1.0,0.105,0.895,0.10499999999999998,1.0,0.0,0.985,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,0,4,600,0.8916666666666667,0.008333333333333304,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,0.9944237918215614,0.005,0.9733333333333334,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,1,0,600,0.9266666666666666,0.0,0.935,0.15583333333333332,1.0,0.065,0.935,0.06499999999999995,0.9910873440285205,0.008333333333333333,0.9783333333333334,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,1,1,600,0.8633333333333333,0.036666666666666736,0.8916666666666667,0.14861111111111108,1.0,0.10833333333333334,0.8916666666666667,0.10833333333333328,0.9682242990654205,0.028333333333333332,0.9433333333333334,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,1,2,600,0.9083333333333333,0.0,1.015,0.16916666666666666,1.0,0.0,0.985,0.015000000000000013,0.9069373942470389,0.09166666666666666,0.9033333333333333,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,1,3,600,0.9116666666666666,0.0,0.9116666666666666,0.15194444444444444,1.0,0.08833333333333333,0.9116666666666666,0.08833333333333337,1.0,0.0,0.9916666666666667,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,1,4,600,0.915,0.0,0.9183333333333333,0.15305555555555558,1.0,0.08166666666666667,0.9183333333333333,0.08166666666666667,0.9963702359346642,0.0033333333333333335,0.9833333333333333,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,2,0,600,0.8716666666666667,0.02833333333333332,0.8833333333333333,0.14722222222222223,1.0,0.11666666666666667,0.8833333333333333,0.1166666666666667,0.9867924528301887,0.011666666666666667,0.975,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,2,1,600,0.9383333333333334,0.0,0.95,0.15833333333333333,1.0,0.05,0.95,0.050000000000000044,0.987719298245614,0.011666666666666667,0.9783333333333334,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,2,2,600,0.8616666666666667,0.03833333333333333,0.8866666666666667,0.14777777777777776,1.0,0.11333333333333333,0.8866666666666667,0.11333333333333329,0.9718045112781954,0.025,0.9483333333333334,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,2,3,600,0.8966666666666666,0.0033333333333334103,0.8966666666666666,0.14944444444444444,1.0,0.10333333333333333,0.8966666666666666,0.10333333333333339,1.0,0.0,0.9966666666666667,1.0
PermutedMNIST,oracle_qhat_selected_by_inferred_context,2,4,600,0.9116666666666666,0.0,0.9166666666666666,0.15277777777777776,1.0,0.08333333333333333,0.9166666666666666,0.08333333333333337,0.9945454545454545,0.005,0.9866666666666667,1.0
