dataset,strategy,seed,n,coverage,coverage_deficit,mean_set_size,normalized_mean_set_size,p90_set_size,empty_rate,singleton_action_rate,no_decision_rate,action_accuracy,wrong_action_rate_all,top1_accuracy,valid_calibrator_rate
SplitCIFAR10,oracle_task,4,3000,0.8946666666666667,0.005333333333333301,0.9733333333333334,0.09733333333333331,1.0,0.037333333333333336,0.952,0.04800000000000004,0.930672268907563,0.066,0.9143333333333333,1.0
SplitCIFAR10,inferred_bucket,0,3000,0.9003333333333333,0.0,0.9876666666666667,0.09876666666666666,1.0,0.041666666666666664,0.9316666666666666,0.06833333333333336,0.9391771019677997,0.056666666666666664,0.9136666666666666,1.0
SplitCIFAR10,inferred_bucket,1,3000,0.912,0.0,1.0196666666666667,0.10196666666666666,1.0,0.04033333333333333,0.9023333333333333,0.09766666666666668,0.9479128186183967,0.047,0.9163333333333333,1.0
SplitCIFAR10,inferred_bucket,2,3000,0.9173333333333333,0.0,1.0403333333333333,0.10403333333333334,1.0,0.021333333333333333,0.9176666666666666,0.08233333333333337,0.9375227025063567,0.05733333333333333,0.909,1.0
SplitCIFAR10,inferred_bucket,3,3000,0.8983333333333333,0.0016666666666667052,0.9843333333333333,0.09843333333333333,1.0,0.05,0.9176666666666666,0.08233333333333337,0.9451507446422085,0.050333333333333334,0.9193333333333333,1.0
SplitCIFAR10,inferred_bucket,4,3000,0.8946666666666667,0.005333333333333301,0.9733333333333334,0.09733333333333331,1.0,0.037333333333333336,0.952,0.04800000000000004,0.930672268907563,0.066,0.9143333333333333,1.0
SplitCIFAR10,oracle_qhat_selected_by_inferred_context,0,3000,0.9003333333333333,0.0,0.9876666666666667,0.09876666666666666,1.0,0.041666666666666664,0.9316666666666666,0.06833333333333336,0.9391771019677997,0.056666666666666664,0.9136666666666666,1.0
SplitCIFAR10,oracle_qhat_selected_by_inferred_context,1,3000,0.912,0.0,1.0196666666666667,0.10196666666666666,1.0,0.04033333333333333,0.9023333333333333,0.09766666666666668,0.9479128186183967,0.047,0.9163333333333333,1.0
SplitCIFAR10,oracle_qhat_selected_by_inferred_context,2,3000,0.9173333333333333,0.0,1.0403333333333333,0.10403333333333334,1.0,0.021333333333333333,0.9176666666666666,0.08233333333333337,0.9375227025063567,0.05733333333333333,0.909,1.0
SplitCIFAR10,oracle_qhat_selected_by_inferred_context,3,3000,0.8983333333333333,0.0016666666666667052,0.9843333333333333,0.09843333333333333,1.0,0.05,0.9176666666666666,0.08233333333333337,0.9451507446422085,0.050333333333333334,0.9193333333333333,1.0
SplitCIFAR10,oracle_qhat_selected_by_inferred_context,4,3000,0.8946666666666667,0.005333333333333301,0.9733333333333334,0.09733333333333331,1.0,0.037333333333333336,0.952,0.04800000000000004,0.930672268907563,0.066,0.9143333333333333,1.0
SplitCIFAR100,global_seed,0,7500,0.904,0.0,6.507333333333333,0.06507333333333333,11.0,0.0,0.0704,0.9296,0.9753787878787878,0.0017333333333333333,0.5614666666666667,1.0
SplitCIFAR100,global_seed,1,7500,0.8989333333333334,0.0010666666666666602,11.988266666666666,0.11988266666666667,20.0,0.0,0.021733333333333334,0.9782666666666666,0.9815950920245399,0.0004,0.45,1.0
SplitCIFAR100,global_seed,2,7500,0.9144,0.0,4.986666666666666,0.04986666666666668,9.0,0.0,0.104,0.896,0.9756410256410256,0.002533333333333333,0.6261333333333333,1.0
SplitCIFAR100,global_seed,3,7500,0.9052,0.0,8.975733333333332,0.08975733333333334,16.0,0.0,0.0468,0.9532,0.9857549857549858,0.0006666666666666666,0.5282666666666667,1.0
SplitCIFAR100,global_seed,4,7500,0.8974666666666666,0.0025333333333333874,7.1748,0.07174800000000002,13.0,0.0,0.05946666666666667,0.9405333333333333,0.9708520179372198,0.0017333333333333333,0.5206666666666667,1.0
SplitCIFAR100,stale_t0_seed,0,7500,0.9333333333333333,0.0,9.126933333333334,0.09126933333333334,16.0,0.0,0.04373333333333333,0.9562666666666667,0.975609756097561,0.0010666666666666667,0.5614666666666667,1.0
SplitCIFAR100,stale_t0_seed,1,7500,0.8888,0.011199999999999988,10.915733333333334,0.10915733333333334,18.0,0.0,0.0268,0.9732,0.9850746268656716,0.0004,0.45,1.0
SplitCIFAR100,stale_t0_seed,2,7500,0.9312,0.0,5.9424,0.05942400000000001,11.0,0.0,0.0812,0.9188000000000001,0.986863711001642,0.0010666666666666667,0.6261333333333333,1.0
SplitCIFAR100,stale_t0_seed,3,7500,0.9641333333333333,0.0,21.195066666666666,0.21195066666666668,38.0,0.0,0.0108,0.9892,1.0,0.0,0.5282666666666667,1.0
SplitCIFAR100,stale_t0_seed,4,7500,0.894,0.006000000000000005,6.8988,0.06898800000000001,12.0,0.0,0.06213333333333333,0.9378666666666666,0.9656652360515021,0.0021333333333333334,0.5206666666666667,1.0
SplitCIFAR100,oracle_task,0,7500,0.9062666666666667,0.0,6.9992,0.069992,15.0,0.0002666666666666667,0.10266666666666667,0.8973333333333333,0.961038961038961,0.004,0.5614666666666667,1.0
SplitCIFAR100,oracle_task,1,7500,0.9024,0.0,12.478,0.12478000000000002,25.0,0.00013333333333333334,0.061066666666666665,0.9389333333333333,0.9650655021834061,0.0021333333333333334,0.45,1.0
SplitCIFAR100,oracle_task,2,7500,0.9166666666666666,0.0,5.2996,0.052996,11.0,0.0002666666666666667,0.14306666666666668,0.8569333333333333,0.9720410065237651,0.004,0.6261333333333333,1.0
SplitCIFAR100,oracle_task,3,7500,0.9048,0.0,9.7308,0.09730799999999999,21.0,0.0,0.06466666666666666,0.9353333333333333,0.979381443298969,0.0013333333333333333,0.5282666666666667,1.0
SplitCIFAR100,oracle_task,4,7500,0.9010666666666667,0.0,8.141333333333334,0.08141333333333334,17.0,0.00013333333333333334,0.10066666666666667,0.8993333333333333,0.9271523178807947,0.007333333333333333,0.5206666666666667,1.0
SplitCIFAR100,inferred_bucket,0,7500,0.9057333333333333,0.0,6.674266666666667,0.06674266666666667,14.0,0.0,0.08973333333333333,0.9102666666666667,0.9643387815750372,0.0032,0.5614666666666667,1.0
SplitCIFAR100,inferred_bucket,1,7500,0.9014666666666666,0.0,12.215866666666667,0.12215866666666668,25.0,0.0,0.0532,0.9468,0.9598997493734336,0.0021333333333333334,0.45,1.0
SplitCIFAR100,inferred_bucket,2,7500,0.9181333333333334,0.0,5.2828,0.05282800000000001,11.0,0.0,0.1304,0.8696,0.9754601226993865,0.0032,0.6261333333333333,1.0
SplitCIFAR100,inferred_bucket,3,7500,0.9061333333333333,0.0,10.063066666666666,0.10063066666666667,22.0,0.0,0.059333333333333335,0.9406666666666667,0.9797752808988764,0.0012,0.5282666666666667,1.0
SplitCIFAR100,inferred_bucket,4,7500,0.9010666666666667,0.0,8.141333333333334,0.08141333333333334,17.0,0.00013333333333333334,0.10066666666666667,0.8993333333333333,0.9271523178807947,0.007333333333333333,0.5206666666666667,1.0
SplitCIFAR100,oracle_qhat_selected_by_inferred_context,0,7500,0.8914666666666666,0.008533333333333393,6.4028,0.064028,14.0,0.0004,0.11066666666666666,0.8893333333333333,0.944578313253012,0.0061333333333333335,0.5614666666666667,1.0
SplitCIFAR100,oracle_qhat_selected_by_inferred_context,1,7500,0.8916,0.008400000000000074,11.973733333333334,0.11973733333333333,24.0,0.0002666666666666667,0.06373333333333334,0.9362666666666667,0.9414225941422594,0.0037333333333333333,0.45,1.0
SplitCIFAR100,oracle_qhat_selected_by_inferred_context,2,7500,0.9093333333333333,0.0,5.1196,0.051196000000000005,11.0,0.0004,0.15173333333333333,0.8482666666666667,0.9595782073813708,0.0061333333333333335,0.6261333333333333,1.0
SplitCIFAR100,oracle_qhat_selected_by_inferred_context,3,7500,0.87,0.030000000000000027,6.8808,0.068808,14.0,0.0,0.07093333333333333,0.9290666666666667,0.9699248120300752,0.0021333333333333334,0.5282666666666667,1.0
SplitCIFAR100,oracle_qhat_selected_by_inferred_context,4,7500,0.9010666666666667,0.0,8.141333333333334,0.08141333333333334,17.0,0.00013333333333333334,0.10066666666666667,0.8993333333333333,0.9271523178807947,0.007333333333333333,0.5206666666666667,1.0
CORe50,global_seed,0,15000,0.9012666666666667,0.0,42.4356,0.848712,50.0,0.0,0.0,1.0,,0.0,0.2836666666666667,1.0
CORe50,global_seed,1,15000,0.9072,0.0,35.3462,0.706924,50.0,0.0,0.0,1.0,,0.0,0.34833333333333333,1.0
CORe50,global_seed,2,15000,0.9030666666666667,0.0,36.9834,0.739668,50.0,0.0,0.0003333333333333333,0.9996666666666667,0.0,0.0003333333333333333,0.35913333333333336,1.0
CORe50,global_seed,3,15000,0.9036666666666666,0.0,39.684,0.79368,50.0,0.0,0.0,1.0,,0.0,0.30633333333333335,1.0
CORe50,global_seed,4,15000,0.8924666666666666,0.007533333333333392,33.28873333333333,0.6657746666666667,49.0,0.0,0.0,1.0,,0.0,0.2864,1.0
CORe50,stale_t0_seed,0,15000,0.9778666666666667,0.0,48.8576,0.977152,50.0,0.0,0.0,1.0,,0.0,0.2836666666666667,1.0
CORe50,stale_t0_seed,1,15000,0.9726666666666667,0.0,45.541266666666665,0.9108253333333334,50.0,0.0,0.0,1.0,,0.0,0.34833333333333333,1.0
CORe50,stale_t0_seed,2,15000,0.9743333333333334,0.0,47.55146666666667,0.9510293333333333,50.0,0.0,0.0,1.0,,0.0,0.35913333333333336,1.0
CORe50,stale_t0_seed,3,15000,0.9710666666666666,0.0,47.010933333333334,0.9402186666666668,50.0,0.0,0.0,1.0,,0.0,0.30633333333333335,1.0
CORe50,stale_t0_seed,4,15000,0.9798666666666667,0.0,46.593066666666665,0.9318613333333333,50.0,0.0,0.0,1.0,,0.0,0.2864,1.0
CORe50,oracle_task,0,15000,0.9038666666666667,0.0,31.3262,0.6265240000000001,50.0,0.0,0.0008666666666666666,0.9991333333333333,0.6923076923076923,0.0002666666666666667,0.2836666666666667,1.0
CORe50,oracle_task,1,15000,0.9044666666666666,0.0,27.6688,0.553376,50.0,0.0,0.0014,0.9986,0.7142857142857143,0.0004,0.34833333333333333,1.0
CORe50,oracle_task,2,15000,0.8948666666666667,0.005133333333333323,25.277266666666666,0.5055453333333334,50.0,0.0,0.002266666666666667,0.9977333333333334,0.08823529411764706,0.0020666666666666667,0.35913333333333336,1.0
CORe50,oracle_task,3,15000,0.9059333333333334,0.0,29.820666666666668,0.5964133333333334,50.0,0.0,0.0018666666666666666,0.9981333333333333,0.8214285714285714,0.0003333333333333333,0.30633333333333335,1.0
CORe50,oracle_task,4,15000,0.8963333333333333,0.003666666666666707,29.273066666666665,0.5854613333333334,50.0,0.0,0.001,0.999,0.8666666666666667,0.00013333333333333334,0.2864,1.0
CORe50,inferred_bucket,0,15000,0.9046,0.0,34.084666666666664,0.6816933333333333,50.0,0.0,0.0,1.0,,0.0,0.2836666666666667,1.0
CORe50,inferred_bucket,1,15000,0.9070666666666667,0.0,29.9602,0.5992040000000001,50.0,0.0,0.0014,0.9986,0.7142857142857143,0.0004,0.34833333333333333,1.0
CORe50,inferred_bucket,2,15000,0.903,0.0,29.7112,0.5942240000000001,50.0,0.0,0.00046666666666666666,0.9995333333333334,0.14285714285714285,0.0004,0.35913333333333336,1.0
CORe50,inferred_bucket,3,15000,0.9001333333333333,0.0,32.370666666666665,0.6474133333333334,50.0,0.0,0.0014666666666666667,0.9985333333333334,0.8636363636363636,0.0002,0.30633333333333335,1.0
CORe50,inferred_bucket,4,15000,0.9022,0.0,32.28633333333333,0.6457266666666668,49.0,0.0,0.0006,0.9994,0.7777777777777778,0.00013333333333333334,0.2864,1.0
CORe50,oracle_qhat_selected_by_inferred_context,0,15000,0.5795333333333333,0.3204666666666667,16.526733333333333,0.3305346666666667,45.0,0.0,0.0012,0.9988,0.5555555555555556,0.0005333333333333334,0.2836666666666667,1.0
CORe50,oracle_qhat_selected_by_inferred_context,1,15000,0.8068,0.09320000000000006,23.8306,0.47661200000000004,50.0,0.0,0.0015333333333333334,0.9984666666666666,0.6521739130434783,0.0005333333333333334,0.34833333333333333,1.0
CORe50,oracle_qhat_selected_by_inferred_context,2,15000,0.775,0.125,20.6462,0.412924,47.0,0.0,0.0038666666666666667,0.9961333333333333,0.06896551724137931,0.0036,0.35913333333333336,1.0
CORe50,oracle_qhat_selected_by_inferred_context,3,15000,0.6622666666666667,0.23773333333333335,17.634333333333334,0.3526866666666667,46.0,0.0,0.003533333333333333,0.9964666666666666,0.5660377358490566,0.0015333333333333334,0.30633333333333335,1.0
CORe50,oracle_qhat_selected_by_inferred_context,4,15000,0.8037333333333333,0.09626666666666672,24.325133333333333,0.48650266666666664,47.0,0.0,0.0011333333333333334,0.9988666666666667,0.8823529411764706,0.00013333333333333334,0.2864,1.0
